title,intl_gross,dom_gross,budget,runtime,num_theaters,num_days,director,genre,mpaa_rating,release_month,release_year,release_date,total_gross
Law Abiding Citizen,144750932.27331415,83815127.6574204,50000000.0,108.0,114.23131782945737,112.0,F. Gary Gray,Thriller,R,Oct,2009,2009-10-16,178156559.27331415
Stone,10656292.31096599,2034735.6612980152,22000000.0,105.0,125.0,84.0,John Curran,Drama / Thriller,R,Oct,2010,2010-10-08,16485932.31096599
Let Me In,27142443.49414829,13641061.320027882,20000000.0,115.0,114.23131782945737,70.0,Matt Reeves,Horror,R,Oct,2010,2010-10-01,37395593.49414829
Brooklyn's Finest,40962973.13130572,30534999.798950728,17000000.0,133.0,114.23131782945737,77.0,Antoine Fuqua,Action / Crime,R,Mar,2010,2010-03-05,55484766.13130572
Whip It,19004132.337079383,14902740.03346742,15000000.0,111.0,114.23131782945737,70.0,Drew Barrymore,Comedy,PG-13,Oct,2009,2009-10-02,28635285.337079383
The Wrestler,50894986.38848507,29871939.19341579,6000000.0,105.0,776.0,149.0,Darren Aronofsky,Sports Drama,R,Dec,2008,2008-12-17,64584902.38848507
Slumdog Millionaire,430246826.77566034,160891119.73061222,15000000.0,120.0,114.23131782945737,198.0,Danny Boyle,Drama,R,Nov,2008,2008-11-12,470133558.77566034
Zack and Miri Make a Porno,47936186.715094544,35814511.286512494,24000000.0,101.0,114.23131782945737,91.0,Kevin Smith,Comedy,R,Oct,2008,2008-10-31,70566842.71509454
Inglourious Basterds,367280322.2179857,137724220.2570186,70000000.0,152.0,114.23131782945737,119.0,Quentin Tarantino,War,R,Aug,2009,2009-08-21,469151763.2179857
Away We Go,17023381.025370914,10799353.973999823,17000000.0,98.0,506.0,77.0,Sam Mendes,Comedy,R,Jun,2009,2009-06-05,23134228.025370914
Coraline,142358050.48900655,86018544.36521439,60000000.0,100.0,114.23131782945737,147.0,Henry Selick,Animation,PG,Feb,2009,2009-02-06,204956964.48900655
Pandorum,23588390.60040925,11803552.242084116,33000000.0,108.0,114.23131782945737,56.0,Christian Alvart,Sci-Fi Horror,R,Sep,2009,2009-09-25,31977959.60040925
Capitalism: A Love Story,19922144.36707887,16410949.49887432,20000000.0,127.0,995.0,86.0,Michael Moore,Documentary,R,Sep,2009,2009-09-23,24752657.36707887
Adventureland,19611218.998307984,18331156.900674473,30857482.18527316,106.0,114.23131782945737,56.0,Greg Mottola,Comedy,R,Apr,2009,2009-04-03,32353180.998307984
Moon,11151440.97512317,5724379.2658609,30857482.18527316,97.0,252.0,161.0,Duncan Jones,Sci-Fi,R,Jun,2009,2009-06-12,16878243.97512317
The Collector,10790295.809860302,8811502.834849,30857482.18527316,85.0,114.23131782945737,56.0,Marcus Dunstan,Horror,R,Jul,2009,2009-07-31,14606330.809860302
District 9,240872684.19116515,132132010.43736045,30000000.0,113.0,114.23131782945737,84.0,Neill Blomkamp,Sci-Fi,R,Aug,2009,2009-08-14,298931065.19116515
Twilight,448128205.7126933,219466271.31289393,37000000.0,120.0,114.23131782945737,147.0,Catherine Hardwicke,Romance,PG-13,Nov,2008,2008-11-21,713073913.7126932
Knowing,209765494.06545258,91355874.49288467,50000000.0,122.0,114.23131782945737,112.0,Alex Proyas,Drama / Thriller,PG-13,Mar,2009,2009-03-20,237387419.06545258
Gamer,46648791.23321385,23462229.84305737,30857482.18527316,95.0,114.23131782945737,35.0,"Mark Neveldine,Brian Taylor",Action Thriller,R,Sep,2009,2009-09-04,63477922.23321385
Sicario,87774013.98751988,48492317.00747204,30000000.0,121.0,114.23131782945737,119.0,Denis Villeneuve,Action Drama,R,Sep,2015,2015-09-18,101528620.98751988
Pride and Prejudice and Zombies,16754659.303770307,11171155.03331153,28000000.0,108.0,114.23131782945737,28.0,Burr Steers,Comedy,PG-13,Feb,2016,2016-02-05,22577991.303770307
Money Monster,95269854.18125305,41885777.59815339,27000000.0,95.0,114.23131782945737,84.0,Jodie Foster,Drama / Thriller,R,May,2016,2016-05-13,98554640.18125305
The Hunger Games: Mockingjay - Part 2,675767288.1536767,291355315.68722916,160000000.0,137.0,114.23131782945737,98.0,Francis Lawrence,Action / Adventure,PG-13,Nov,2015,2015-11-20,727389708.1536767
Middle School: The Worst Years of My Life,23812855.42371681,20433372.20531068,30857482.18527316,89.0,114.23131782945737,56.0,Steve Carr,Comedy,PG,Oct,2016,2016-10-07,26856157.42371681
Blair Witch,46135338.9246147,21219686.060489904,5000000.0,90.0,114.23131782945737,42.0,Adam Wingard,Horror,R,Sep,2016,2016-09-16,48527186.9246147
Gods of Egypt,153890900.61406544,31817143.231989067,140000000.0,127.0,114.23131782945737,77.0,Alex Proyas,Action / Adventure,PG-13,Feb,2016,2016-02-26,170037459.61406544
Nerve,87057442.07260622,39405594.02484094,19000000.0,96.0,114.23131782945737,72.0,"Henry Joost,Ariel Schulman",Thriller,PG-13,Jul,2016,2016-07-27,92824289.07260622
Deepwater Horizon,124384939.72992454,62742278.92619799,110000000.0,107.0,114.23131782945737,77.0,Peter Berg,Action Drama,PG-13,Sep,2016,2016-09-30,140591859.72992456
Now You See Me 2,342035922.80825144,66461879.71517497,30857482.18527316,129.0,114.23131782945737,77.0,Jon Chu,Thriller,PG-13,Jun,2016,2016-06-10,357368564.80825144
The Divergent Series: Allegiant,183065461.77469826,67594005.92949373,30857482.18527316,121.0,114.23131782945737,77.0,Robert Schwentke,Action / Adventure,PG-13,Mar,2016,2016-03-18,204557452.77469826
Kubo and the Two Strings,71419292.23064327,49046150.031290755,60000000.0,101.0,114.23131782945737,105.0,Travis Knight,Animation,PG,Aug,2016,2016-08-19,81194700.23064327
Free State of Jones,25569304.495285556,21253363.544896606,50000000.0,139.0,114.23131782945737,35.0,Gary Ross,Action Drama,R,Jun,2016,2016-06-24,31972163.495285556
Bad Moms,187854564.48720247,115670078.95869704,20000000.0,101.0,114.23131782945737,91.0,"Jon Lucas,Scott Moore",Comedy,R,Jul,2016,2016-07-29,204496042.48720247
Fifty Shades of Black,22701038.85170016,11935913.25586337,30857482.18527316,92.0,114.23131782945737,56.0,Michael Tiddes,Comedy,R,Jan,2016,2016-01-29,24905584.85170016
Triple 9,23611968.080264326,12908558.836367274,30857482.18527316,115.0,114.23131782945737,49.0,John Hillcoat,Thriller,R,Feb,2016,2016-02-26,27636350.080264326
Spotlight,91366811.08004911,46596116.78959737,30857482.18527316,128.0,114.23131782945737,182.0,Tom McCarthy,Drama,R,Nov,2015,2015-11-06,96294715.08004911
Snowden,38073623.217989475,22047409.6892174,40000000.0,134.0,114.23131782945737,63.0,Oliver Stone,Thriller,R,Sep,2016,2016-09-16,41871781.217989475
A Hologram for the King,4302235.056810843,4302235.056810843,30857482.18527316,108.0,523.0,77.0,Tom Tykwer,Drama,R,Apr,2016,2016-04-22,5762047.056810843
Green Room,3288976.319524014,3288976.319524014,30857482.18527316,94.0,777.0,91.0,Jeremy Saulnier,Thriller,R,Apr,2016,2016-04-15,4822487.319524014
Regression,18047558.100888725,56211.52583049661,30857482.18527316,106.0,100.0,21.0,Alejandro Amenabar,Thriller,R,Feb,2016,2016-02-05,18179636.100888725
Burnt,37858233.14007012,14118670.827493386,20000000.0,100.0,114.23131782945737,105.0,John Wells,Comedy,R,Oct,2015,2015-10-30,40719170.14007012
Jane Got a Gun,1546042.1577703983,1546042.1577703983,30857482.18527316,98.0,114.23131782945737,28.0,Gavin O'Connor,Western,R,Jan,2016,2016-01-29,3274000.157770398
The Hateful Eight,161085153.7191003,55967550.89263639,44000000.0,167.0,114.23131782945737,126.0,Quentin Tarantino,Western,R,Dec,2015,2015-12-25,185262446.7191003
Brooklyn,64198364.176071756,39632898.754772864,30857482.18527316,111.0,962.0,205.0,John Crowley,Drama,PG-13,Nov,2015,2015-11-04,68918793.17607176
The Infiltrator,15765666.73872012,15765666.73872012,30857482.18527316,127.0,114.23131782945737,86.0,Brad Furman,Drama / Thriller,R,Jul,2016,2016-07-13,17184268.73872012
The Meddler,4358124.872024566,4358124.872024566,30857482.18527316,100.0,464.0,126.0,Lorene Scafaria,Comedy,PG-13,Apr,2016,2016-04-22,4884926.872024566
Dheepan,267396.6729303729,267396.6729303729,30857482.18527316,115.0,26.0,76.31803628601921,Jacques Audiard,Crime Drama,R,May,2016,2016-05-06,327644.6729303729
T2: Trainspotting,41681746.0,2402004.0,18000000.0,117.0,331.0,70.0,Danny Boyle,Crime Comedy,R,Mar,2017,2017-03-17,42944914.0
Resident Evil: The Final Chapter,312242626.0,26830068.0,40000000.0,106.0,114.23131782945737,63.0,Paul W.S. Anderson,Sci-Fi Action,R,Jan,2017,2017-01-27,321391506.0
Baby Driver,226945087.0,107825862.0,34000000.0,112.0,114.23131782945737,114.0,Edgar Wright,Action / Crime,R,Jun,2017,2017-06-28,243722290.0
Hacksaw Ridge,179036915.64196044,68641418.07863937,40000000.0,131.0,114.23131782945737,126.0,Mel Gibson,Action Drama,R,Nov,2016,2016-11-04,207334152.64196044
Patriots Day,51626801.27696276,32565653.53643852,45000000.0,130.0,114.23131782945737,79.0,Peter Berg,Drama,R,Dec,2016,2016-12-21,60473803.27696276
John Wick: Chapter Two,171539887.0,92029184.0,30857482.18527316,122.0,114.23131782945737,77.0,Chad Stahelski,Action,R,Feb,2017,2017-02-10,201793213.0
La La Land,455595705.7412492,154320807.10712606,30000000.0,128.0,114.23131782945737,140.0,Damien Chazelle,Musical,PG-13,Dec,2016,2016-12-09,471828357.7412492
Wonder,300274326.0,132422809.0,30857482.18527316,113.0,114.23131782945737,126.0,Stephen Chbosky,Drama,PG,Nov,2017,2017-11-17,318804206.0
The Foreigner,145374099.0,34393507.0,35000000.0,114.0,114.23131782945737,70.0,Martin Campbell,Action Thriller,R,Oct,2017,2017-10-13,150685060.0
Valerian and the City of a Thousand Planets,225874228.0,41189488.0,30857482.18527316,137.0,114.23131782945737,76.31803628601921,Luc Besson,Sci-Fi,PG-13,Jul,2017,2017-07-21,236640479.0
A Bad Moms Christmas,130560428.0,72110659.0,28000000.0,104.0,114.23131782945737,72.0,"Jon Lucas,Scott Moore",Comedy,R,Nov,2017,2017-11-01,139289421.0
Nocturnal Animals,30957607.01912861,10890524.309040986,30857482.18527316,115.0,114.23131782945737,70.0,Tom Ford,Drama / Thriller,R,Nov,2016,2016-11-18,33272019.01912861
A Monster Calls,48317169.093234785,3820515.7922893916,30857482.18527316,108.0,114.23131782945737,35.0,J.A. Bayona,Fantasy Drama,PG-13,Dec,2016,2016-12-23,51464920.093234785
Atomic Blonde,95787870.0,51687870.0,30000000.0,115.0,114.23131782945737,70.0,David Leitch,Thriller,R,Jul,2017,2017-07-28,106871907.0
The Founder,24121245.0,12786053.0,30857482.18527316,115.0,114.23131782945737,99.0,John Lee Hancock,Drama,PG-13,Jan,2017,2017-01-19,26460324.0
The Nut Job 2: Nutty by Nature,65146020.0,28370522.0,40000000.0,91.0,114.23131782945737,49.0,Cal Brunker,Animation,PG,Aug,2017,2017-08-11,68711023.0
Jackie,14257799.886169987,14257799.886169987,30857482.18527316,95.0,508.0,140.0,Pablo Larrain,Drama,R,Dec,2016,2016-12-02,15559706.886169987
Logan Lucky,47570583.0,27780977.0,29000000.0,119.0,114.23131782945737,84.0,Steven Soderbergh,Action Comedy,PG-13,Aug,2017,2017-08-18,51367422.0
Manchester by the Sea,79192001.50262284,48711451.49733133,9000000.0,135.0,114.23131782945737,161.0,Kenneth Lonergan,Drama,R,Nov,2016,2016-11-18,82987737.50262284
Wish Upon,14301505.0,14301505.0,12000000.0,90.0,114.23131782945737,91.0,John R. Leonetti,Horror,PG-13,Jul,2017,2017-07-14,14862974.0
Rambo,128927327.37026423,48675058.95226727,50000000.0,93.0,114.23131782945737,63.0,Sylvester Stallone,Action,R,Jan,2008,2008-01-25,170703363.37026423
The Forbidden Kingdom,145703766.73915365,59287098.56527777,30857482.18527316,113.0,114.23131782945737,63.0,Rob Minkoff,Action,PG-13,Apr,2008,2008-04-18,177370000.73915365
